Old Listing Key,New Listing Key,,,,,
3yd-MRIS-FR10031988,3yd-TRENDPA-1000103595,,,,,
3yd-MRIS-FR10036288,3yd-TRENDPA-1000103599,,,,,
3yd-MRIS-FR10028780,3yd-TRENDPA-1000103605,,,,,
3yd-MRIS-FR10035088,3yd-TRENDPA-1000103609,,,,,
3yd-MRIS-FR10030879,3yd-TRENDPA-1000103611,,,,,
3yd-MRIS-FR10030037,3yd-TRENDPA-1000103613,,,,,
3yd-MRIS-FR10031994,3yd-TRENDPA-1000103619,,,,,
3yd-MRIS-FR10031356,3yd-TRENDPA-1000103621,,,,,
3yd-MRIS-FR10032349,3yd-TRENDPA-1000103623,,,,,
3yd-MRIS-FR10037350,3yd-TRENDPA-1000103633,,,,,
3yd-MRIS-FR10036788,3yd-TRENDPA-1000103635,,,,,
3yd-MRIS-FR10032369,3yd-TRENDPA-1000103641,,,,,
3yd-MRIS-FR10030871,3yd-TRENDPA-1000103645,,,,,
3yd-MRIS-FR10037805,3yd-TRENDPA-1000103651,,,,,
3yd-MRIS-FR10052847,3yd-TRENDPA-1000103653,,,,,
3yd-MRIS-FR10035526,3yd-TRENDPA-1000103655,,,,,
3yd-MRIS-FR10030996,3yd-TRENDPA-1000103661,,,,,
3yd-MRIS-FR10033070,3yd-TRENDPA-1000103663,,,,,
3yd-MRIS-FR10032529,3yd-TRENDPA-1000103665,,,,,
3yd-MRIS-FR10026695,3yd-TRENDPA-1000103529,,,,,
3yd-MRIS-FR10039668,3yd-TRENDPA-1000103549,,,,,
3yd-MRIS-FR10030687,3yd-TRENDPA-1000103561,,,,,
3yd-MRIS-FR10029934,3yd-TRENDPA-1000103571,,,,,
3yd-MRIS-FR10031285,3yd-TRENDPA-1000103593,,,,,
3yd-MRIS-FR10036106,3yd-TRENDPA-1000103603,,,,,
3yd-MRIS-FR10035133,3yd-TRENDPA-1000103625,,,,,
3yd-MRIS-FR10033107,3yd-TRENDPA-1000103637,,,,,
3yd-MRIS-FR10032595,3yd-TRENDPA-1000103647,,,,,
3yd-MRIS-FR10034885,3yd-TRENDPA-1000103657,,,,,
3yd-MRIS-FR10036606,3yd-TRENDPA-1000103667,,,,,
3yd-MRIS-FR10032598,3yd-TRENDPA-1000103673,,,,,
3yd-MRIS-FR10031828,3yd-TRENDPA-1000103675,,,,,
3yd-MRIS-FR10033709,3yd-TRENDPA-1000103677,,,,,
3yd-MRIS-FR10033392,3yd-TRENDPA-1000103681,,,,,
3yd-MRIS-FR10031078,3yd-TRENDPA-1000103683,,,,,
3yd-MRIS-FR10029159,3yd-TRENDPA-1000103533,,,,,
3yd-MRIS-FR10030621,3yd-TRENDPA-1000103543,,,,,
3yd-MRIS-FR10027296,3yd-TRENDPA-1000103553,,,,,
3yd-MRIS-FR10026957,3yd-TRENDPA-1000103567,,,,,
3yd-MRIS-FR10031775,3yd-TRENDPA-1000103587,,,,,
3yd-MRIS-FR10029666,3yd-TRENDPA-1000103597,,,,,
3yd-MRIS-FR10031568,3yd-TRENDPA-1000103607,,,,,
3yd-MRIS-FR10029364,3yd-TRENDPA-1000103617,,,,,
3yd-MRIS-FR10030859,3yd-TRENDPA-1000103627,,,,,
3yd-MRIS-FR10032699,3yd-TRENDPA-1000103639,,,,,
3yd-MRIS-FR10032165,3yd-TRENDPA-1000103659,,,,,
3yd-MRIS-FR10033628,3yd-TRENDPA-1000103669,,,,,
3yd-MRIS-FR10033551,3yd-TRENDPA-1000103679,,,,,
3yd-MRIS-FR10033520,3yd-TRENDPA-1000103685,,,,,
3yd-MRIS-FR10032287,3yd-TRENDPA-1000103687,,,,,
3yd-MRIS-FR10031594,3yd-TRENDPA-1000103689,,,,,
3yd-MRIS-FR10034365,3yd-TRENDPA-1000103691,,,,,
3yd-MRIS-FR10032557,3yd-TRENDPA-1000103695,,,,,
3yd-MRIS-FR10033699,3yd-TRENDPA-1000103697,,,,,
3yd-MRIS-FR10034354,3yd-TRENDPA-1000103705,,,,,
3yd-MRIS-FR10033097,3yd-TRENDPA-1000103709,,,,,
3yd-MRIS-FR10031460,3yd-TRENDPA-1000103707,,,,,
3yd-MRIS-FR10034461,3yd-TRENDPA-1000103711,,,,,
3yd-MRIS-FR10032306,3yd-TRENDPA-1000103713,,,,,
3yd-MRIS-FR10034360,3yd-TRENDPA-1000103715,,,,,
3yd-MRIS-FR10032282,3yd-TRENDPA-1000103717,,,,,
3yd-MRIS-FR10035379,3yd-TRENDPA-1000103721,,,,,
3yd-MRIS-FR10034581,3yd-TRENDPA-1000103719,,,,,
3yd-MRIS-FR10036354,3yd-TRENDPA-1000103723,,,,,
3yd-MRIS-FR10036938,3yd-TRENDPA-1000103725,,,,,
3yd-MRIS-FR10033096,3yd-TRENDPA-1000103727,,,,,
3yd-MRIS-FR10033374,3yd-TRENDPA-1000103729,,,,,
3yd-MRIS-FR10041260,3yd-TRENDPA-1000103731,,,,,
3yd-MRIS-FR10037931,3yd-TRENDPA-1000103735,,,,,
3yd-MRIS-FR10035205,3yd-TRENDPA-1000103733,,,,,
3yd-MRIS-FR10035354,3yd-TRENDPA-1000103737,,,,,
3yd-MRIS-FR10035432,3yd-TRENDPA-1000103739,,,,,
3yd-MRIS-FR10032335,3yd-TRENDPA-1000103741,,,,,
3yd-MRIS-FR10035823,3yd-TRENDPA-1000103747,,,,,
3yd-MRIS-FR10037616,3yd-TRENDPA-1000103749,,,,,
3yd-MRIS-FR10034717,3yd-TRENDPA-1000103751,,,,,
3yd-MRIS-FR10036880,3yd-TRENDPA-1000103753,,,,,
3yd-MRIS-FR10037305,3yd-TRENDPA-1000103757,,,,,
3yd-MRIS-FR10036898,3yd-TRENDPA-1000103759,,,,,
3yd-MRIS-FR10037619,3yd-TRENDPA-1000103761,,,,,
3yd-MRIS-FR10035919,3yd-TRENDPA-1000103763,,,,,
3yd-MRIS-FR10036976,3yd-TRENDPA-1000103767,,,,,
3yd-MRIS-FR10033480,3yd-TRENDPA-1000103769,,,,,
3yd-MRIS-FR10036428,3yd-TRENDPA-1000103771,,,,,
3yd-MRIS-FR10038215,3yd-TRENDPA-1000103773,,,,,
3yd-MRIS-FR10001934,3yd-TRENDPA-1000102845,,,,,
3yd-MRIS-FR10000797,3yd-TRENDPA-1000102849,,,,,
3yd-MRIS-FR9999032,3yd-TRENDPA-1000102851,,,,,
3yd-MRIS-FR10000954,3yd-TRENDPA-1000102853,,,,,
3yd-MRIS-FR9999778,3yd-TRENDPA-1000102855,,,,,
3yd-MRIS-FR9997050,3yd-TRENDPA-1000102859,,,,,
3yd-MRIS-FR9997709,3yd-TRENDPA-1000102861,,,,,
3yd-MRIS-FR10006877,3yd-TRENDPA-1000102863,,,,,
3yd-MRIS-FR10000809,3yd-TRENDPA-1000102865,,,,,
3yd-MRIS-FR9999783,3yd-TRENDPA-1000102867,,,,,
3yd-MRIS-FR9999288,3yd-TRENDPA-1000102869,,,,,
3yd-MRIS-FR10005035,3yd-TRENDPA-1000102873,,,,,
3yd-MRIS-FR9999793,3yd-TRENDPA-1000102875,,,,,
3yd-MRIS-FR10002472,3yd-TRENDPA-1000102877,,,,,
3yd-MRIS-FR10002100,3yd-TRENDPA-1000102879,,,,,
3yd-MRIS-FR9999059,3yd-TRENDPA-1000102887,,,,,
3yd-MRIS-FR10000976,3yd-TRENDPA-1000102889,,,,,
3yd-MRIS-FR10004615,3yd-TRENDPA-1000102891,,,,,
3yd-MRIS-FR9998546,3yd-TRENDPA-1000102893,,,,,
3yd-MRIS-FR9999827,3yd-TRENDPA-1000102895,,,,,
3yd-MRIS-FR10003191,3yd-TRENDPA-1000102897,,,,,
3yd-MRIS-FR10010020,3yd-TRENDPA-1000102899,,,,,
3yd-MRIS-FR9999861,3yd-TRENDPA-1000102901,,,,,
3yd-MRIS-FR10003654,3yd-TRENDPA-1000102903,,,,,
3yd-MRIS-FR9998522,3yd-TRENDPA-1000102905,,,,,
3yd-MRIS-FR9999156,3yd-TRENDPA-1000102907,,,,,
3yd-MRIS-FR10003155,3yd-TRENDPA-1000102909,,,,,
3yd-MRIS-FR10000234,3yd-TRENDPA-1000102911,,,,,
3yd-MRIS-FR10003166,3yd-TRENDPA-1000102913,,,,,
3yd-MRIS-FR9998590,3yd-TRENDPA-1000102915,,,,,
3yd-MRIS-FR10010022,3yd-TRENDPA-1000102917,,,,,
3yd-MRIS-FR10000782,3yd-TRENDPA-1000102919,,,,,
3yd-MRIS-FR9981234,3yd-TRENDPA-1000102595,,,,,
3yd-MRIS-FR9981044,3yd-TRENDPA-1000102605,,,,,
3yd-MRIS-FR9978257,3yd-TRENDPA-1000102615,,,,,
3yd-MRIS-FR9986346,3yd-TRENDPA-1000102635,,,,,
3yd-MRIS-FR9990775,3yd-TRENDPA-1000102647,,,,,
3yd-MRIS-FR9994158,3yd-TRENDPA-1000102667,,,,,
3yd-MRIS-FR9985223,3yd-TRENDPA-1000102677,,,,,
3yd-MRIS-FR9983280,3yd-TRENDPA-1000102693,,,,,
3yd-MRIS-FR10002870,3yd-TRENDPA-1000102703,,,,,
3yd-MRIS-FR9987369,3yd-TRENDPA-1000102723,,,,,
3yd-MRIS-FR9986056,3yd-TRENDPA-1000102733,,,,,
3yd-MRIS-FR9985314,3yd-TRENDPA-1000102743,,,,,
3yd-MRIS-FR9998541,3yd-TRENDPA-1000102753,,,,,
3yd-MRIS-FR9990984,3yd-TRENDPA-1000102763,,,,,
3yd-MRIS-FR9996807,3yd-TRENDPA-1000102789,,,,,
3yd-MRIS-FR9978253,3yd-TRENDPA-1000102597,,,,,
3yd-MRIS-FR9974504,3yd-TRENDPA-1000102603,,,,,
3yd-MRIS-FR9976164,3yd-TRENDPA-1000102607,,,,,
3yd-MRIS-FR9982354,3yd-TRENDPA-1000102613,,,,,
3yd-MRIS-FR9981241,3yd-TRENDPA-1000102623,,,,,
3yd-MRIS-FR9974517,3yd-TRENDPA-1000102627,,,,,
3yd-MRIS-FR9979584,3yd-TRENDPA-1000102633,,,,,
3yd-MRIS-FR9981246,3yd-TRENDPA-1000102637,,,,,
3yd-MRIS-FR9995793,3yd-TRENDPA-1000102643,,,,,
3yd-MRIS-FR9982348,3yd-TRENDPA-1000102653,,,,,
3yd-MRIS-FR9982338,3yd-TRENDPA-1000102657,,,,,
3yd-MRIS-FR9981345,3yd-TRENDPA-1000102663,,,,,
3yd-MRIS-FR9983151,3yd-TRENDPA-1000102665,,,,,
3yd-MRIS-FR10006949,3yd-TRENDPA-1000102669,,,,,
3yd-MRIS-FR9987728,3yd-TRENDPA-1000102673,,,,,
3yd-MRIS-FR9983513,3yd-TRENDPA-1000102675,,,,,
3yd-MRIS-FR10000747,3yd-TRENDPA-1000102679,,,,,
3yd-MRIS-FR9988725,3yd-TRENDPA-1000102683,,,,,
3yd-MRIS-FR9981521,3yd-TRENDPA-1000102685,,,,,
3yd-MRIS-FR9986986,3yd-TRENDPA-1000102689,,,,,
3yd-MRIS-FR9993748,3yd-TRENDPA-1000102695,,,,,
3yd-MRIS-FR9982568,3yd-TRENDPA-1000102697,,,,,
3yd-MRIS-FR9985726,3yd-TRENDPA-1000102699,,,,,
3yd-MRIS-FR9987341,3yd-TRENDPA-1000102705,,,,,
3yd-MRIS-FR9995616,3yd-TRENDPA-1000102707,,,,,
3yd-MRIS-FR10008933,3yd-TRENDPA-1000102709,,,,,
3yd-MRIS-FR9992683,3yd-TRENDPA-1000102715,,,,,
3yd-MRIS-FR9986278,3yd-TRENDPA-1000102717,,,,,
3yd-MRIS-FR9989836,3yd-TRENDPA-1000102719,,,,,
3yd-MRIS-FR9996401,3yd-TRENDPA-1000102725,,,,,
3yd-MRIS-FR9990827,3yd-TRENDPA-1000102729,,,,,
3yd-MRIS-FR9995341,3yd-TRENDPA-1000102735,,,,,
3yd-MRIS-FR9990915,3yd-TRENDPA-1000102737,,,,,
3yd-MRIS-FR9991451,3yd-TRENDPA-1000102739,,,,,
3yd-MRIS-FR9990805,3yd-TRENDPA-1000102745,,,,,
3yd-MRIS-FR9993062,3yd-TRENDPA-1000102749,,,,,
3yd-MRIS-FR9986028,3yd-TRENDPA-1000102759,,,,,
3yd-MRIS-FR9992167,3yd-TRENDPA-1000102755,,,,,
3yd-MRIS-FR9997846,3yd-TRENDPA-1000102757,,,,,
3yd-MRIS-FR9990771,3yd-TRENDPA-1000102765,,,,,
3yd-MRIS-FR9992342,3yd-TRENDPA-1000102767,,,,,
3yd-MRIS-FR9991180,3yd-TRENDPA-1000102769,,,,,
3yd-MRIS-FR9993835,3yd-TRENDPA-1000102775,,,,,
3yd-MRIS-FR9998224,3yd-TRENDPA-1000102779,,,,,
3yd-MRIS-FR9993359,3yd-TRENDPA-1000102781,,,,,
3yd-MRIS-FR9997169,3yd-TRENDPA-1000102783,,,,,
3yd-MRIS-FR9994649,3yd-TRENDPA-1000102787,,,,,
3yd-MRIS-FR10016281,3yd-TRENDPA-1000102793,,,,,
3yd-MRIS-FR9998510,3yd-TRENDPA-1000102797,,,,,
3yd-MRIS-FR10004037,3yd-TRENDPA-1000102795,,,,,
3yd-MRIS-FR9991063,3yd-TRENDPA-1000102801,,,,,
3yd-MRIS-FR9991203,3yd-TRENDPA-1000102803,,,,,
3yd-MRIS-FR9992223,3yd-TRENDPA-1000102805,,,,,
3yd-MRIS-FR9999840,3yd-TRENDPA-1000102807,,,,,
3yd-MRIS-FR9999376,3yd-TRENDPA-1000102811,,,,,
3yd-MRIS-FR9979164,3yd-TRENDPA-1000102599,,,,,
3yd-MRIS-FR9976090,3yd-TRENDPA-1000102601,,,,,
3yd-MRIS-FR9981961,3yd-TRENDPA-1000102609,,,,,
3yd-MRIS-FR9981235,3yd-TRENDPA-1000102611,,,,,
3yd-MRIS-FR9985989,3yd-TRENDPA-1000102619,,,,,
3yd-MRIS-FR9981995,3yd-TRENDPA-1000102629,,,,,
3yd-MRIS-FR9980519,3yd-TRENDPA-1000102639,,,,,
3yd-MRIS-FR9983125,3yd-TRENDPA-1000102641,,,,,
3yd-MRIS-FR9981252,3yd-TRENDPA-1000102655,,,,,
3yd-MRIS-FR9981263,3yd-TRENDPA-1000102661,,,,,
3yd-MRIS-FR9991928,3yd-TRENDPA-1000102671,,,,,
3yd-MRIS-FR9985131,3yd-TRENDPA-1000102681,,,,,
3yd-MRIS-FR9990147,3yd-TRENDPA-1000102701,,,,,
3yd-MRIS-FR9996001,3yd-TRENDPA-1000102731,,,,,
3yd-MRIS-FR9995829,3yd-TRENDPA-1000102741,,,,,
3yd-MRIS-FR9987851,3yd-TRENDPA-1000102751,,,,,
3yd-MRIS-FR9995861,3yd-TRENDPA-1000102761,,,,,
3yd-MRIS-FR9992968,3yd-TRENDPA-1000102771,,,,,
3yd-MRIS-FR9990738,3yd-TRENDPA-1000102777,,,,,
3yd-MRIS-FR9993747,3yd-TRENDPA-1000102785,,,,,
3yd-MRIS-FR9998627,3yd-TRENDPA-1000102813,,,,,
3yd-MRIS-FR9998191,3yd-TRENDPA-1000102815,,,,,
3yd-MRIS-FR9992586,3yd-TRENDPA-1000102817,,,,,
3yd-MRIS-FR9999489,3yd-TRENDPA-1000102821,,,,,
3yd-MRIS-FR9996897,3yd-TRENDPA-1000102823,,,,,
3yd-MRIS-FR10000383,3yd-TRENDPA-1000102827,,,,,
3yd-MRIS-FR9999909,3yd-TRENDPA-1000102829,,,,,
3yd-MRIS-FR9993481,3yd-TRENDPA-1000102831,,,,,
3yd-MRIS-FR10000320,3yd-TRENDPA-1000102833,,,,,
3yd-MRIS-FR9999105,3yd-TRENDPA-1000102835,,,,,
3yd-MRIS-FR9999770,3yd-TRENDPA-1000102837,,,,,
3yd-MRIS-FR9999930,3yd-TRENDPA-1000102839,,,,,
3yd-MRIS-FR10017474,3yd-TRENDPA-1000103169,,,,,
3yd-MRIS-FR10014664,3yd-TRENDPA-1000103173,,,,,
3yd-MRIS-FR10015580,3yd-TRENDPA-1000103175,,,,,
3yd-MRIS-FR10016315,3yd-TRENDPA-1000103177,,,,,
3yd-MRIS-FR10018061,3yd-TRENDPA-1000103179,,,,,
3yd-MRIS-FR10013103,3yd-TRENDPA-1000103181,,,,,
3yd-MRIS-FR10018689,3yd-TRENDPA-1000103183,,,,,
3yd-MRIS-FR10013640,3yd-TRENDPA-1000103185,,,,,
3yd-MRIS-FR10015392,3yd-TRENDPA-1000103187,,,,,
3yd-MRIS-FR10012283,3yd-TRENDPA-1000103189,,,,,
3yd-MRIS-FR10014682,3yd-TRENDPA-1000103191,,,,,
3yd-MRIS-FR10016900,3yd-TRENDPA-1000103193,,,,,
3yd-MRIS-FR10013150,3yd-TRENDPA-1000103195,,,,,
3yd-MRIS-FR10030546,3yd-TRENDPA-1000103197,,,,,
3yd-MRIS-FR10016285,3yd-TRENDPA-1000103199,,,,,
3yd-MRIS-FR10019268,3yd-TRENDPA-1000103201,,,,,
3yd-MRIS-FR10014659,3yd-TRENDPA-1000103203,,,,,
3yd-MRIS-FR10015312,3yd-TRENDPA-1000103205,,,,,
3yd-MRIS-FR10018912,3yd-TRENDPA-1000103207,,,,,
3yd-MRIS-FR10014871,3yd-TRENDPA-1000103209,,,,,
3yd-MRIS-FR10003173,3yd-TRENDPA-1000102923,,,,,
3yd-MRIS-FR9999188,3yd-TRENDPA-1000102931,,,,,
3yd-MRIS-FR10003178,3yd-TRENDPA-1000102933,,,,,
3yd-MRIS-FR10001384,3yd-TRENDPA-1000102941,,,,,
3yd-MRIS-FR10000781,3yd-TRENDPA-1000102943,,,,,
3yd-MRIS-FR10002484,3yd-TRENDPA-1000102951,,,,,
3yd-MRIS-FR10000704,3yd-TRENDPA-1000102953,,,,,
3yd-MRIS-FR9999508,3yd-TRENDPA-1000102961,,,,,
3yd-MRIS-FR10005458,3yd-TRENDPA-1000102963,,,,,
3yd-MRIS-FR10007754,3yd-TRENDPA-1000102983,,,,,
3yd-MRIS-FR10004771,3yd-TRENDPA-1000102991,,,,,
3yd-MRIS-FR10001676,3yd-TRENDPA-1000102997,,,,,
3yd-MRIS-FR10014275,3yd-TRENDPA-1000103001,,,,,
3yd-MRIS-FR10007539,3yd-TRENDPA-1000103007,,,,,
3yd-MRIS-FR10006469,3yd-TRENDPA-1000103017,,,,,
3yd-MRIS-FR10007125,3yd-TRENDPA-1000103021,,,,,
3yd-MRIS-FR10010820,3yd-TRENDPA-1000103027,,,,,
3yd-MRIS-FR10012171,3yd-TRENDPA-1000103031,,,,,
3yd-MRIS-FR10005769,3yd-TRENDPA-1000103037,,,,,
3yd-MRIS-FR10012177,3yd-TRENDPA-1000103041,,,,,
3yd-MRIS-FR10011125,3yd-TRENDPA-1000103047,,,,,
3yd-MRIS-FR10010979,3yd-TRENDPA-1000103051,,,,,
3yd-MRIS-FR10014374,3yd-TRENDPA-1000103057,,,,,
3yd-MRIS-FR10012654,3yd-TRENDPA-1000103061,,,,,
3yd-MRIS-FR10012984,3yd-TRENDPA-1000103071,,,,,
3yd-MRIS-FR10008330,3yd-TRENDPA-1000103079,,,,,
3yd-MRIS-FR10011194,3yd-TRENDPA-1000103083,,,,,
3yd-MRIS-FR10025086,3yd-TRENDPA-1000103089,,,,,
3yd-MRIS-FR10014020,3yd-TRENDPA-1000103093,,,,,
3yd-MRIS-FR10011783,3yd-TRENDPA-1000103101,,,,,
3yd-MRIS-FR10008395,3yd-TRENDPA-1000103103,,,,,
3yd-MRIS-FR10012728,3yd-TRENDPA-1000103111,,,,,
3yd-MRIS-FR10012915,3yd-TRENDPA-1000103121,,,,,
3yd-MRIS-FR10007034,3yd-TRENDPA-1000103123,,,,,
3yd-MRIS-FR10012832,3yd-TRENDPA-1000103125,,,,,
3yd-MRIS-FR10005754,3yd-TRENDPA-1000102925,,,,,
3yd-MRIS-FR9999839,3yd-TRENDPA-1000102927,,,,,
3yd-MRIS-FR10007518,3yd-TRENDPA-1000102935,,,,,
3yd-MRIS-FR10002205,3yd-TRENDPA-1000102937,,,,,
3yd-MRIS-FR10005575,3yd-TRENDPA-1000102945,,,,,
3yd-MRIS-FR9999260,3yd-TRENDPA-1000102947,,,,,
3yd-MRIS-FR10011033,3yd-TRENDPA-1000102955,,,,,
3yd-MRIS-FR10001468,3yd-TRENDPA-1000102957,,,,,
3yd-MRIS-FR10005084,3yd-TRENDPA-1000102965,,,,,
3yd-MRIS-FR10002592,3yd-TRENDPA-1000102967,,,,,
3yd-MRIS-FR10006514,3yd-TRENDPA-1000102975,,,,,
3yd-MRIS-FR10007378,3yd-TRENDPA-1000102977,,,,,
3yd-MRIS-FR10004817,3yd-TRENDPA-1000102987,,,,,
3yd-MRIS-FR10001580,3yd-TRENDPA-1000102993,,,,,
3yd-MRIS-FR10006348,3yd-TRENDPA-1000102995,,,,,
3yd-MRIS-FR10004666,3yd-TRENDPA-1000103003,,,,,
3yd-MRIS-FR10006886,3yd-TRENDPA-1000103005,,,,,
3yd-MRIS-FR10010944,3yd-TRENDPA-1000103015,,,,,
3yd-MRIS-FR10011062,3yd-TRENDPA-1000103023,,,,,
3yd-MRIS-FR10005368,3yd-TRENDPA-1000102929,,,,,
3yd-MRIS-FR10003382,3yd-TRENDPA-1000102939,,,,,
3yd-MRIS-FR10005089,3yd-TRENDPA-1000102949,,,,,
3yd-MRIS-FR10000727,3yd-TRENDPA-1000102969,,,,,
3yd-MRIS-FR10008442,3yd-TRENDPA-1000102989,,,,,
3yd-MRIS-FR10005475,3yd-TRENDPA-1000102999,,,,,
3yd-MRIS-FR10009180,3yd-TRENDPA-1000103009,,,,,
3yd-MRIS-FR10012849,3yd-TRENDPA-1000103019,,,,,
3yd-MRIS-FR10013386,3yd-TRENDPA-1000103025,,,,,
3yd-MRIS-FR10005468,3yd-TRENDPA-1000103029,,,,,
3yd-MRIS-FR10012444,3yd-TRENDPA-1000103033,,,,,
3yd-MRIS-FR10007826,3yd-TRENDPA-1000103035,,,,,
3yd-MRIS-FR10012519,3yd-TRENDPA-1000103039,,,,,
3yd-MRIS-FR10005202,3yd-TRENDPA-1000103043,,,,,
3yd-MRIS-FR10007682,3yd-TRENDPA-1000103045,,,,,
3yd-MRIS-FR10009075,3yd-TRENDPA-1000103049,,,,,
3yd-MRIS-FR10009050,3yd-TRENDPA-1000103053,,,,,
3yd-MRIS-FR10010156,3yd-TRENDPA-1000103055,,,,,
3yd-MRIS-FR10005982,3yd-TRENDPA-1000103059,,,,,
3yd-MRIS-FR10010094,3yd-TRENDPA-1000103065,,,,,
3yd-MRIS-FR10006066,3yd-TRENDPA-1000103067,,,,,
3yd-MRIS-FR10011151,3yd-TRENDPA-1000103073,,,,,
3yd-MRIS-FR10008118,3yd-TRENDPA-1000103085,,,,,
3yd-MRIS-FR10006771,3yd-TRENDPA-1000103087,,,,,
3yd-MRIS-FR10013077,3yd-TRENDPA-1000103091,,,,,
3yd-MRIS-FR10012859,3yd-TRENDPA-1000103095,,,,,
3yd-MRIS-FR10011099,3yd-TRENDPA-1000103097,,,,,
3yd-MRIS-FR10013324,3yd-TRENDPA-1000103099,,,,,
3yd-MRIS-FR10012904,3yd-TRENDPA-1000103105,,,,,
3yd-MRIS-FR10009616,3yd-TRENDPA-1000103109,,,,,
3yd-MRIS-FR10011156,3yd-TRENDPA-1000103115,,,,,
3yd-MRIS-FR10013339,3yd-TRENDPA-1000103117,,,,,
3yd-MRIS-FR10010881,3yd-TRENDPA-1000103119,,,,,
3yd-MRIS-FR10012924,3yd-TRENDPA-1000103127,,,,,
3yd-MRIS-FR10012852,3yd-TRENDPA-1000103129,,,,,
3yd-MRIS-FR10014280,3yd-TRENDPA-1000103131,,,,,
3yd-MRIS-FR10013200,3yd-TRENDPA-1000103133,,,,,
3yd-MRIS-FR10012854,3yd-TRENDPA-1000103135,,,,,
3yd-MRIS-FR10014293,3yd-TRENDPA-1000103137,,,,,
3yd-MRIS-FR10015608,3yd-TRENDPA-1000103139,,,,,
3yd-MRIS-FR10016404,3yd-TRENDPA-1000103141,,,,,
3yd-MRIS-FR10014207,3yd-TRENDPA-1000103143,,,,,
3yd-MRIS-FR10021231,3yd-TRENDPA-1000103145,,,,,
3yd-MRIS-FR10013084,3yd-TRENDPA-1000103147,,,,,
3yd-MRIS-FR10031187,3yd-TRENDPA-1000103149,,,,,
3yd-MRIS-FR10016500,3yd-TRENDPA-1000103151,,,,,
3yd-MRIS-FR10011504,3yd-TRENDPA-1000103153,,,,,
3yd-MRIS-FR10028306,3yd-TRENDPA-1000103157,,,,,
3yd-MRIS-FR10013979,3yd-TRENDPA-1000103159,,,,,
3yd-MRIS-FR10013088,3yd-TRENDPA-1000103161,,,,,
3yd-MRIS-FR10016121,3yd-TRENDPA-1000103163,,,,,
3yd-MRIS-FR10015527,3yd-TRENDPA-1000103165,,,,,
3yd-MRIS-FR9975143,3yd-TRENDPA-1000102513,,,,,
3yd-MRIS-FR9974433,3yd-TRENDPA-1000102521,,,,,
3yd-MRIS-FR9972817,3yd-TRENDPA-1000102529,,,,,
3yd-MRIS-FR9981254,3yd-TRENDPA-1000102539,,,,,
3yd-MRIS-FR9991527,3yd-TRENDPA-1000102549,,,,,
3yd-MRIS-FR9979589,3yd-TRENDPA-1000102557,,,,,
3yd-MRIS-FR9981726,3yd-TRENDPA-1000102559,,,,,
3yd-MRIS-FR9981232,3yd-TRENDPA-1000102561,,,,,
3yd-MRIS-FR9974253,3yd-TRENDPA-1000102563,,,,,
3yd-MRIS-FR9976485,3yd-TRENDPA-1000102565,,,,,
3yd-MRIS-FR9987097,3yd-TRENDPA-1000102567,,,,,
3yd-MRIS-FR9981261,3yd-TRENDPA-1000102569,,,,,
3yd-MRIS-FR9979668,3yd-TRENDPA-1000102571,,,,,
3yd-MRIS-FR9978300,3yd-TRENDPA-1000102579,,,,,
3yd-MRIS-FR9976024,3yd-TRENDPA-1000102581,,,,,
3yd-MRIS-FR9981233,3yd-TRENDPA-1000102583,,,,,
3yd-MRIS-FR9981018,3yd-TRENDPA-1000102585,,,,,
3yd-MRIS-FR9985171,3yd-TRENDPA-1000102587,,,,,
3yd-MRIS-FR9974551,3yd-TRENDPA-1000102589,,,,,
3yd-MRIS-FR9979697,3yd-TRENDPA-1000102591,,,,,
3yd-MRIS-FR9979590,3yd-TRENDPA-1000102593,,,,,
3yd-MRIS-FR9941387,3yd-TRENDPA-1000102315,,,,,
3yd-MRIS-FR9947159,3yd-TRENDPA-1000102325,,,,,
3yd-MRIS-FR9962342,3yd-TRENDPA-1000102345,,,,,
3yd-MRIS-FR9959748,3yd-TRENDPA-1000102355,,,,,
3yd-MRIS-FR9962629,3yd-TRENDPA-1000102365,,,,,
3yd-MRIS-FR9961740,3yd-TRENDPA-1000102375,,,,,
3yd-MRIS-FR9965691,3yd-TRENDPA-1000102385,,,,,
3yd-MRIS-FR9960488,3yd-TRENDPA-1000102395,,,,,
3yd-MRIS-FR9967536,3yd-TRENDPA-1000102405,,,,,
3yd-MRIS-FR9966095,3yd-TRENDPA-1000102415,,,,,
3yd-MRIS-FR9962679,3yd-TRENDPA-1000102425,,,,,
3yd-MRIS-FR9969877,3yd-TRENDPA-1000102435,,,,,
3yd-MRIS-FR9974944,3yd-TRENDPA-1000102455,,,,,
3yd-MRIS-FR9984666,3yd-TRENDPA-1000102477,,,,,
3yd-MRIS-FR9967830,3yd-TRENDPA-1000102487,,,,,
3yd-MRIS-FR9971498,3yd-TRENDPA-1000102497,,,,,
3yd-MRIS-FR9943152,3yd-TRENDPA-1000102299,,,,,
3yd-MRIS-FR9949927,3yd-TRENDPA-1000102309,,,,,
3yd-MRIS-FR9951996,3yd-TRENDPA-1000102323,,,,,
3yd-MRIS-FR9961488,3yd-TRENDPA-1000102333,,,,,
3yd-MRIS-FR9961485,3yd-TRENDPA-1000102339,,,,,
3yd-MRIS-FR9965380,3yd-TRENDPA-1000102349,,,,,
